Id,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7
11094,0,0,0,0,0,0,0,0
11095,0,0,0,0,0,0,0,0
11096,0,1,0,0,0,0,1,0
11097,0,0,0,0,0,0,0,0
11098,0,1,0,0,0,0,0,0
11099,0,0,0,0,0,0,0,0
11100,0,0,1,0,0,0,0,0
11101,0,0,0,0,0,0,0,0
11102,0,0,0,0,0,0,0,0
11103,0,1,0,0,1,0,1,0
11104,0,0,0,0,0,0,0,0
11105,0,1,0,0,0,0,1,0
11106,0,0,1,0,0,0,0,0
11107,0,0,0,0,0,0,0,0
11108,0,1,0,0,0,0,0,0
11109,0,0,0,0,0,0,0,0
11110,0,0,0,0,0,0,0,0
11111,0,0,0,0,0,0,0,0
11112,0,0,0,0,0,0,0,0
11113,0,0,0,0,0,0,0,0
11114,0,0,0,0,0,0,0,0
11115,0,0,0,0,0,0,0,0
11116,0,0,0,0,0,0,0,0
11117,0,0,0,0,0,0,0,0
11118,0,1,0,0,0,0,0,0
11119,0,0,0,0,0,0,0,0
11120,0,0,0,0,0,0,0,0
11121,0,0,0,0,0,0,0,0
11122,0,0,1,0,0,0,0,0
11123,0,0,0,0,0,0,0,0
11124,0,1,0,0,0,0,0,0
11125,0,0,0,0,0,0,0,0
11126,0,1,0,0,0,0,0,0
11127,0,0,0,0,0,0,0,0
11128,0,0,0,0,0,0,0,0
11129,0,0,0,0,0,0,0,0
11130,0,0,0,0,0,0,0,0
11131,0,1,0,0,0,0,0,0
11132,0,1,0,1,0,0,0,0
11133,0,0,0,0,0,0,0,0
11134,0,1,0,0,0,0,0,0
11135,0,0,0,1,0,0,0,0
11136,0,0,0,0,0,0,0,0
11137,0,0,0,0,0,0,0,0
11138,0,0,0,0,0,0,0,0
11139,0,0,0,0,0,0,0,0
11140,0,0,0,0,0,0,0,0
11141,0,0,0,0,0,0,0,0
11142,0,1,0,0,0,0,0,0
11143,0,0,0,0,0,0,0,0
11144,0,0,0,0,0,0,0,0
11145,0,0,0,0,0,0,0,0
11146,0,0,0,0,0,0,0,0
11147,0,0,0,0,0,0,0,0
11148,0,1,0,1,0,0,0,1
11149,0,0,0,0,0,0,0,0
11150,0,0,0,0,0,0,0,0
11151,0,0,0,0,0,0,0,0
11152,0,0,0,0,0,0,0,0
11153,0,0,0,0,0,0,0,0
11154,0,0,0,0,0,0,0,0
11155,0,0,0,0,0,0,0,0
11156,0,0,0,0,0,0,0,0
11157,0,1,0,1,0,0,1,0
11158,0,0,0,0,0,0,0,0
11159,0,1,0,0,0,0,0,0
11160,0,0,0,0,0,0,0,0
11161,0,0,0,0,0,0,0,0
11162,0,0,0,0,0,0,0,0
11163,0,0,0,0,0,0,0,0
11164,0,1,0,0,0,0,0,0
11165,0,0,0,0,0,0,0,0
11166,0,0,0,0,0,0,0,0
11167,0,0,0,0,0,0,0,0
11168,0,0,0,0,0,0,0,0
11169,0,0,0,0,0,0,0,0
11170,0,0,0,0,0,0,0,0
11171,0,1,0,0,0,0,0,0
11172,0,0,0,0,0,0,0,0
11173,0,0,0,0,0,0,0,0
11174,0,0,0,0,0,0,0,0
11175,0,1,1,0,0,0,0,0
11176,0,0,0,0,0,0,0,0
11177,0,0,0,0,0,0,0,0
11178,0,0,0,0,0,0,0,0
11179,0,1,1,0,0,0,0,0
11180,0,0,0,1,0,0,0,0
11181,0,0,0,0,0,0,0,0
11182,0,0,0,0,0,0,0,0
11183,0,0,0,0,0,0,0,0
11184,0,0,0,0,0,0,0,0
11185,0,1,0,0,0,0,1,0
11186,0,0,0,0,0,0,0,0
11187,0,0,1,0,0,0,0,0
11188,0,0,0,0,0,0,0,0
11189,0,0,0,0,0,0,0,0
11190,0,0,0,0,0,0,0,0
11191,0,1,0,0,0,0,0,0
11192,0,0,0,0,0,0,0,0
11193,0,0,0,0,0,0,0,0
11194,0,1,0,0,0,0,0,0
11195,0,0,0,0,0,0,0,0
11196,0,0,0,0,0,0,0,0
11197,0,0,0,0,0,0,0,0
11198,0,0,0,0,0,0,0,0
11199,0,0,0,0,0,0,0,0
11200,0,0,0,0,0,0,0,0
11201,0,0,0,0,0,0,0,0
11202,0,0,0,0,0,0,0,0
11203,0,0,0,0,0,0,0,0
11204,0,0,0,0,0,0,0,0
11205,0,0,0,0,0,0,0,0
11206,0,0,0,0,0,0,0,0
11207,0,1,1,0,0,0,0,0
11208,0,1,0,0,0,0,1,1
11209,0,0,0,0,0,0,0,0
11210,0,0,0,0,0,0,0,0
11211,0,0,0,0,0,0,0,0
11212,0,1,0,0,0,0,0,1
11213,0,0,0,0,0,0,0,0
11214,0,0,0,0,0,0,0,0
11215,0,0,0,0,0,0,0,0
11216,0,0,0,0,0,0,0,0
11217,0,1,0,0,0,0,0,0
11218,0,0,0,0,0,0,0,0
11219,0,0,0,0,0,0,0,0
11220,0,0,0,0,0,0,0,0
11221,0,0,0,0,0,0,0,0
11222,0,0,0,0,0,0,0,0
11223,0,0,0,0,0,0,0,0
11224,0,0,0,0,0,0,0,0
11225,0,0,0,0,0,0,0,0
11226,0,1,0,0,0,0,0,0
11227,0,0,0,0,0,0,0,0
11228,0,0,0,1,0,0,0,0
11229,0,0,0,0,0,0,0,0
11230,0,0,0,0,0,0,0,0
11231,0,0,0,0,0,0,0,0
11232,0,0,0,0,0,0,0,0
11233,0,0,0,0,0,0,0,0
11234,0,0,0,0,0,0,0,0
11235,0,0,0,0,0,0,0,0
11236,0,0,0,0,0,0,0,0
11237,0,0,0,0,0,0,0,0
11238,0,0,0,0,0,0,0,0
11239,0,0,0,0,0,0,0,0
11240,0,0,0,0,0,0,0,0
11241,0,0,0,0,0,0,0,0
11242,0,0,0,0,0,0,0,0
11243,0,1,1,0,0,0,0,0
11244,0,0,0,0,0,0,0,0
11245,0,1,0,0,0,0,1,0
11246,0,0,0,0,0,0,0,0
11247,0,0,0,0,0,0,0,0
11248,0,0,0,0,0,0,0,0
11249,0,0,0,0,0,0,0,0
11250,0,0,0,0,0,0,0,0
11251,0,0,0,0,0,0,0,0
11252,0,0,0,0,0,0,0,0
11253,0,0,0,0,0,0,0,0
11254,0,1,0,0,0,0,0,1
11255,0,0,0,0,0,0,0,0
11256,0,0,0,0,0,0,0,0
11257,0,0,0,0,0,0,0,0
11258,0,0,0,0,0,0,0,0
11259,0,0,0,0,0,0,0,0
11260,0,1,0,0,0,0,0,0
11261,0,0,0,0,0,0,0,0
11262,0,0,0,0,0,0,0,0
11263,0,0,0,0,0,0,0,0
11264,0,0,0,0,0,0,0,0
11265,0,1,0,0,0,0,1,0
11266,0,0,0,0,0,0,0,0
11267,0,0,0,0,0,0,0,0
11268,0,1,0,0,0,0,0,0
11269,0,0,0,0,0,0,0,0
11270,0,0,0,0,0,0,0,0
11271,0,0,0,0,0,0,0,0
11272,0,0,0,0,0,0,0,0
11273,0,0,0,0,0,0,0,0
11274,0,0,0,0,0,0,0,0
11275,0,0,0,0,0,0,0,0
11276,0,0,0,0,0,0,0,0
11277,0,0,0,0,0,0,0,0
11278,0,1,0,0,0,0,0,0
11279,0,0,0,0,0,0,0,0
11280,0,0,1,0,0,0,0,0
11281,0,0,0,0,0,0,0,0
11282,0,0,0,0,0,0,0,0
11283,0,0,0,0,0,0,0,0
11284,0,1,0,0,0,0,0,0
11285,0,0,0,0,0,0,0,0
11286,0,0,0,0,0,0,0,0
11287,0,0,0,0,0,0,0,0
11288,0,0,0,1,0,0,0,1
11289,0,0,0,0,0,0,0,0
11290,0,0,0,0,0,0,0,0
11291,0,0,0,0,0,0,0,0
11292,0,0,0,0,0,0,0,0
11293,0,0,0,0,0,0,0,0
11294,0,0,0,0,0,0,0,0
11295,0,0,0,0,0,0,0,0
11296,0,1,0,1,0,0,0,0
11297,0,0,0,0,0,0,0,0
11298,0,0,0,0,0,0,0,0
11299,0,0,0,0,0,0,0,0
11300,0,0,0,1,0,0,0,0
11301,0,0,0,0,0,0,0,0
11302,0,0,0,0,0,0,0,0
11303,0,0,0,0,0,0,0,0
11304,0,1,0,1,0,1,1,0
11305,0,0,0,0,0,0,0,0
11306,0,0,0,0,0,0,0,0
11307,0,0,0,0,0,0,0,0
11308,0,0,0,0,0,0,0,0
11309,0,0,0,0,0,0,0,0
11310,0,0,0,0,0,1,0,0
11311,0,0,0,0,0,0,0,0
11312,0,0,0,0,0,0,0,0
11313,0,1,0,1,0,1,0,0
11314,0,0,0,0,0,0,0,0
11315,0,0,0,0,0,0,1,0
11316,0,0,0,0,0,0,0,0
11317,0,0,0,0,0,0,0,0
11318,0,0,0,0,0,0,0,0
11319,0,0,0,0,0,0,0,0
11320,0,1,0,1,0,1,1,0
11321,0,0,1,0,0,1,0,0
11322,0,0,0,0,0,0,0,0
11323,0,0,0,0,0,0,0,0
11324,0,0,0,0,0,0,0,0
11325,0,0,0,0,0,0,0,0
11326,0,0,0,0,0,0,0,0
11327,0,0,0,0,0,0,0,0
11328,0,1,1,0,0,0,0,0
11329,0,0,0,0,0,0,0,0
11330,0,0,0,0,0,0,0,0
11331,0,0,0,0,0,0,0,0
11332,0,0,0,0,0,0,0,0
11333,0,1,0,0,0,0,0,1
11334,0,0,0,0,0,0,0,0
11335,0,0,0,0,0,0,0,0
11336,0,0,0,0,0,0,0,0
11337,0,0,0,0,0,0,0,0
11338,0,1,0,1,0,0,0,0
11339,0,0,0,0,0,0,0,0
11340,0,0,0,0,0,0,0,0
11341,0,0,0,0,0,0,0,0
11342,0,0,0,0,0,0,0,0
11343,0,0,0,0,0,0,0,0
11344,0,0,0,0,0,0,0,0
11345,0,0,0,0,0,0,0,0
11346,0,0,0,0,0,0,0,0
11347,0,0,0,0,0,0,0,0
11348,0,0,0,0,0,0,0,0
11349,0,0,0,0,0,0,0,0
11350,0,1,0,0,0,0,0,0
11351,0,0,0,0,0,0,0,0
11352,0,0,0,0,0,0,0,0
11353,0,0,0,0,0,0,0,0
11354,0,0,0,0,0,0,0,0
11355,0,1,0,0,0,0,0,0
11356,0,0,0,0,0,0,0,0
11357,0,0,0,0,0,0,0,0
11358,0,0,0,0,0,0,0,0
11359,0,0,0,0,0,0,0,0
11360,0,0,0,0,0,0,0,0
11361,0,0,0,0,0,0,0,0
11362,0,0,0,0,0,0,0,0
11363,0,0,0,0,0,0,0,0
11364,0,0,0,0,0,0,0,0
11365,0,0,1,0,1,0,0,0
11366,0,0,0,0,0,0,0,0
11367,0,1,0,0,0,0,0,0
11368,1,1,0,0,1,0,0,0
11369,0,0,0,0,0,0,0,0
11370,0,0,0,0,0,0,0,0
11371,0,0,0,0,0,0,0,0
11372,0,0,0,0,0,0,0,0
11373,0,1,0,0,0,0,0,0
11374,0,0,0,0,0,0,0,0
11375,0,1,0,1,0,0,0,1
11376,0,0,0,0,0,0,0,1
11377,0,0,0,1,1,0,0,1
11378,0,0,0,0,0,0,0,0
11379,0,0,0,0,0,0,0,0
11380,0,0,0,0,0,0,0,0
11381,0,0,0,0,0,0,0,0
11382,0,0,0,0,0,0,0,0
11383,0,0,0,1,0,0,0,0
11384,0,0,0,0,0,0,0,0
11385,0,0,0,0,0,0,0,0
11386,0,1,0,1,0,0,0,0
11387,0,0,0,0,0,0,0,0
11388,0,0,0,0,0,0,0,0
11389,0,0,0,0,0,0,0,0
11390,0,0,0,0,0,0,0,0
11391,0,0,0,0,0,0,0,0
11392,0,0,0,0,0,0,0,0
11393,0,0,0,0,0,0,0,0
11394,0,0,0,0,0,0,0,0
11395,0,0,0,0,0,0,0,0
11396,0,0,0,0,0,0,0,0
11397,0,0,0,0,0,0,0,0
11398,0,0,1,0,0,0,0,0
11399,0,0,0,0,0,0,0,0
11400,0,0,0,0,0,0,0,0
11401,0,0,0,0,0,0,0,0
11402,0,0,0,0,0,0,0,0
11403,0,0,0,0,0,0,0,0
11404,0,0,0,0,0,0,0,0
11405,0,0,0,0,0,0,0,0
11406,0,1,0,0,0,0,0,0
11407,0,1,0,0,0,0,0,0
11408,0,0,0,0,0,0,0,0
11409,0,0,0,0,0,0,0,0
11410,0,1,0,1,0,0,1,0
11411,0,0,0,0,0,0,0,0
11412,0,0,0,0,0,0,0,0
11413,0,0,0,0,0,0,0,0
11414,0,0,0,0,0,0,0,0
11415,0,0,0,0,0,0,0,0
11416,0,1,0,0,0,0,0,0
11417,0,0,0,0,0,0,0,0
11418,0,0,0,0,0,0,0,0
11419,0,0,0,0,0,0,0,0
11420,0,0,0,0,0,0,0,0
11421,0,0,0,0,0,0,0,0
11422,0,0,0,0,0,0,0,0
11423,0,0,0,0,0,0,0,0
11424,0,0,0,0,0,0,0,0
11425,0,0,0,0,0,0,0,0
11426,0,0,0,0,0,0,0,0
11427,0,0,0,0,0,0,0,0
11428,0,0,0,0,0,0,0,0
11429,0,0,0,0,0,0,0,0
11430,0,0,0,0,0,0,0,0
11431,0,0,0,0,0,0,0,0
11432,0,0,0,0,0,0,0,0
11433,0,1,0,0,0,0,0,0
11434,0,1,0,0,0,0,0,1
11435,0,0,0,0,0,0,0,0
11436,0,1,1,0,0,0,0,0
11437,0,0,0,0,0,0,0,0
11438,0,0,0,0,0,0,0,0
11439,0,0,0,0,0,0,0,0
11440,0,0,0,0,0,0,0,0
11441,0,1,1,0,0,0,0,0
11442,0,0,0,0,0,0,0,0
11443,0,0,0,0,0,0,0,0
11444,0,0,0,0,0,0,0,0
11445,0,0,0,0,0,0,0,0
11446,0,0,0,0,0,0,0,0
11447,0,1,0,0,1,0,0,0
11448,0,0,0,0,0,0,0,0
11449,0,0,0,0,0,0,0,0
11450,0,0,0,0,0,0,1,0
11451,0,0,0,0,0,0,0,0
11452,0,0,0,0,0,0,0,0
11453,0,0,0,0,0,0,0,0
11454,0,0,0,0,0,0,0,0
11455,0,1,0,1,0,0,0,0
11456,0,0,0,0,0,0,0,0
11457,1,0,0,0,0,0,0,0
11458,0,0,0,0,0,0,0,0
11459,0,0,0,0,0,0,0,0
11460,0,0,0,0,0,0,0,0
11461,0,0,0,0,0,0,0,0
11462,0,0,0,0,0,0,0,0
11463,0,0,0,0,0,0,0,0
11464,0,1,1,0,0,0,0,0
11465,0,0,0,0,0,0,0,0
11466,0,1,1,0,1,0,0,0
11467,0,0,0,0,0,0,1,0
11468,0,0,1,0,0,0,0,0
11469,0,0,0,0,0,0,0,0
11470,0,0,0,0,0,0,0,0
11471,0,0,0,0,0,0,0,0
11472,0,0,0,0,0,0,0,0
11473,0,0,0,0,0,0,0,0
11474,0,0,0,0,0,0,0,0
11475,0,0,0,0,0,0,0,0
11476,0,0,0,0,0,0,1,1
11477,0,0,0,0,0,0,0,0
11478,0,0,0,0,0,0,0,0
11479,0,0,0,0,0,0,0,0
11480,0,1,0,0,1,0,0,0
11481,0,0,0,0,0,0,0,0
11482,0,0,0,0,0,0,0,0
11483,0,0,0,0,0,0,0,0
11484,0,0,0,0,0,0,0,0
11485,0,0,0,0,0,0,0,0
11486,0,1,0,0,0,0,0,0
11487,0,0,0,0,0,0,0,0
11488,0,0,0,0,0,0,0,0
11489,0,0,0,0,0,0,0,0
11490,0,0,0,0,0,0,0,0
11491,1,0,0,0,0,0,0,0
11492,0,0,0,0,0,0,0,0
11493,0,0,0,0,0,0,0,0
11494,0,0,0,0,0,0,0,0
11495,0,0,0,0,0,0,0,0
11496,0,0,0,0,0,0,0,0
11497,0,0,0,0,0,0,0,0
11498,0,0,0,0,0,0,0,0
11499,0,0,0,0,0,0,0,0
11500,0,0,0,0,0,0,0,0
11501,0,0,0,0,0,0,0,0
11502,0,0,0,0,0,0,0,0
11503,0,0,0,0,0,0,0,0
11504,0,1,0,0,0,0,0,0
11505,0,1,0,0,0,0,0,0
11506,0,0,0,0,0,0,0,0
11507,0,0,0,0,0,0,0,0
11508,0,0,0,0,0,0,0,0
11509,0,0,0,0,0,0,0,0
11510,0,0,0,0,0,0,0,0
11511,0,1,0,0,0,0,0,0
11512,0,0,0,1,0,0,0,0
11513,0,1,0,0,0,0,0,0
11514,0,0,0,0,0,0,0,0
11515,0,1,1,0,0,0,0,0
11516,0,0,0,0,0,0,0,0
11517,0,0,0,0,0,0,0,0
11518,0,0,0,0,0,0,0,0
11519,0,0,0,0,0,0,0,0
11520,0,0,0,0,0,0,0,0
11521,0,0,0,0,0,0,0,0
11522,0,0,0,0,0,0,0,0
11523,0,0,0,0,0,0,0,0
11524,0,0,0,0,0,0,0,1
11525,0,1,0,0,0,1,0,0
11526,0,0,1,0,1,0,0,0
11527,0,0,0,0,0,0,0,0
11528,0,0,0,0,0,0,0,0
11529,0,1,0,1,1,0,0,0
11530,0,0,0,0,0,0,0,0
11531,0,0,0,0,0,0,0,0
11532,0,0,0,0,0,0,0,0
11533,0,0,0,0,0,0,0,0
11534,0,0,0,0,0,0,0,0
11535,0,0,0,0,0,0,0,0
11536,0,1,0,0,0,0,0,0
11537,0,0,0,0,0,0,0,0
11538,0,0,0,0,0,0,0,0
11539,0,0,0,0,0,0,0,0
11540,0,0,0,0,0,0,0,0
11541,0,0,0,0,0,0,0,0
11542,0,0,0,1,0,0,0,0
11543,0,1,0,0,0,0,1,0
11544,0,0,0,0,0,0,0,0
11545,0,1,0,0,0,0,0,0
11546,0,0,0,0,0,0,0,0
11547,0,0,0,0,0,0,0,0
11548,0,0,0,0,0,0,0,0
11549,0,1,0,0,0,0,0,0
11550,0,0,0,0,0,0,0,0
11551,0,0,0,0,0,0,0,0
11552,0,0,0,0,0,0,0,0
11553,0,1,0,1,0,0,0,0
11554,0,1,0,0,0,0,0,0
11555,0,0,0,0,0,0,0,0
11556,0,0,0,0,0,0,0,0
11557,0,0,0,0,0,0,0,0
11558,0,0,0,0,0,0,0,0
11559,0,0,0,0,0,0,0,0
11560,0,1,1,0,0,0,0,0
11561,0,0,0,0,0,0,0,0
11562,0,0,0,0,0,0,0,0
11563,0,0,0,0,0,0,0,0
11564,0,1,0,1,0,0,0,1
11565,0,1,0,1,0,0,1,0
11566,0,1,0,0,0,0,0,0
11567,0,0,0,1,0,0,0,0
11568,0,1,0,0,0,0,0,0
11569,0,0,0,0,0,0,0,0
11570,0,0,0,0,0,0,0,0
11571,0,1,0,1,0,0,0,0
11572,0,0,0,0,0,0,0,0
11573,0,0,1,0,1,0,1,1
11574,0,0,0,0,0,0,0,0
11575,0,0,0,0,0,0,0,0
11576,0,0,0,0,0,0,0,0
11577,0,0,0,0,0,0,0,0
11578,0,0,0,0,0,0,0,0
11579,0,0,0,0,0,0,0,0
11580,0,0,0,1,0,0,0,0
11581,0,0,0,0,0,0,0,0
11582,0,0,0,0,0,0,0,0
11583,0,0,0,0,0,0,0,0
11584,0,0,0,0,0,0,0,0
11585,0,0,0,0,0,0,0,0
11586,0,0,0,0,0,0,0,0
11587,0,1,0,0,0,0,1,0
11588,0,0,0,0,0,0,0,0
11589,0,0,0,0,0,0,0,0
11590,0,0,0,0,0,0,0,0
11591,0,0,0,0,0,0,0,0
11592,0,1,0,1,0,0,0,0
11593,0,0,0,0,0,0,0,0
11594,0,0,0,0,1,0,0,0
11595,0,0,0,0,0,0,0,0
11596,0,0,0,0,0,0,0,0
11597,0,0,0,0,0,0,0,0
11598,0,0,0,0,0,0,0,0
11599,0,0,1,0,0,0,0,1
11600,0,0,0,0,0,0,0,0
11601,0,0,0,0,0,0,0,0
11602,0,0,0,0,0,0,0,0
11603,0,0,0,0,0,0,0,0
11604,0,0,0,0,0,0,0,0
11605,0,0,0,0,0,0,0,0
11606,0,0,0,0,0,0,0,0
11607,0,1,0,1,0,0,0,0
11608,0,0,0,0,0,0,0,0
11609,0,0,0,0,0,0,0,0
11610,1,0,0,1,0,0,0,0
11611,0,0,0,0,0,0,1,0
11612,0,0,0,0,0,0,0,0
11613,0,0,0,0,0,0,0,0
11614,0,0,0,0,0,0,0,0
11615,0,0,0,0,0,0,0,0
11616,0,1,0,1,0,0,0,0
11617,0,0,0,0,0,0,0,0
11618,0,0,0,0,0,0,0,0
11619,0,0,0,0,0,0,0,0
11620,0,0,0,0,0,0,0,0
11621,0,0,0,1,0,0,0,1
11622,0,0,0,0,0,0,0,0
11623,0,0,0,0,0,0,0,0
11624,0,0,0,0,0,0,0,0
11625,0,0,0,0,0,0,0,0
11626,0,0,0,0,0,0,0,0
11627,0,0,0,0,0,0,0,0
11628,0,0,0,0,0,0,0,0
11629,0,0,0,0,0,0,0,0
11630,0,0,0,0,0,0,0,0
11631,0,0,0,0,0,0,0,0
11632,0,0,0,0,0,0,0,0
11633,0,0,0,0,0,0,0,0
11634,0,1,0,0,0,0,0,0
11635,0,1,1,1,0,1,1,0
11636,0,1,0,0,0,0,0,0
11637,0,0,0,0,0,0,0,0
11638,0,1,0,0,0,0,0,0
11639,0,1,1,1,0,0,0,0
11640,0,0,0,0,0,0,0,0
11641,0,0,0,0,0,0,0,0
11642,0,0,0,0,0,0,0,0
11643,0,0,0,0,0,0,0,0
11644,0,0,0,0,0,0,0,0
11645,0,0,0,0,0,0,0,0
11646,0,0,0,0,0,0,0,0
11647,0,0,0,0,0,0,0,0
11648,0,0,0,0,0,0,0,0
11649,0,0,0,0,0,0,0,0
11650,0,0,0,0,0,0,0,0
11651,0,0,0,0,0,0,0,0
11652,0,0,0,0,0,0,0,0
11653,0,0,0,0,0,0,0,0
11654,0,0,0,0,0,0,0,0
11655,0,0,0,1,0,0,0,0
11656,0,0,0,0,0,0,0,0
11657,0,0,0,0,0,0,0,0
11658,0,0,0,0,0,0,0,0
11659,0,1,1,1,0,0,0,0
11660,0,0,0,0,0,0,0,0
11661,0,0,0,0,0,0,0,0
11662,0,0,0,0,0,0,0,0
11663,0,0,0,0,0,0,0,0
11664,0,0,0,0,0,0,0,0
11665,0,0,0,0,0,0,0,0
11666,0,1,0,0,0,0,0,0
11667,0,1,0,0,0,0,0,0
11668,0,0,0,0,0,0,0,0
11669,0,0,0,0,0,0,0,0
11670,0,1,0,0,0,0,0,0
11671,0,1,0,1,0,0,0,0
11672,0,0,0,0,0,0,0,0
11673,0,1,0,0,0,0,0,0
11674,0,0,0,0,0,0,0,0
11675,0,1,0,1,0,0,0,0
11676,0,0,0,0,0,0,0,0
11677,0,0,0,0,0,0,0,0
11678,0,0,0,0,0,0,0,0
11679,0,0,0,0,0,0,0,0
11680,0,0,0,0,0,0,0,0
11681,0,0,0,0,0,0,0,0
11682,0,1,1,1,0,0,1,0
11683,0,0,0,0,0,0,0,0
11684,0,0,0,0,0,0,0,0
11685,0,0,0,0,0,0,0,0
11686,0,0,0,0,0,0,0,0
11687,0,0,0,1,0,0,0,0
11688,0,0,0,0,0,0,0,0
11689,0,0,0,0,0,0,0,0
11690,0,0,0,0,0,0,0,0
11691,0,1,0,0,0,0,0,0
11692,0,0,0,0,0,0,0,0
11693,0,1,0,0,0,0,0,0
11694,0,0,0,0,0,0,0,0
11695,0,0,0,0,0,0,0,0
11696,0,0,0,0,0,0,0,0
11697,0,0,0,0,0,0,0,0
11698,0,0,0,0,0,0,0,0
11699,0,1,0,0,0,0,0,0
