Id,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14
19983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19984,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
19985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19988,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19992,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
19993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19994,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19995,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19998,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
19999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20002,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20005,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20008,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20011,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
20012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20015,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
20016,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20019,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20020,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
20021,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20028,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20029,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
20030,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
20031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20035,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20036,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20040,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20043,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
20044,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
20045,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20047,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
20048,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
20052,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20054,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20060,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20063,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20067,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20071,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
20072,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
20073,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
20074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20075,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20076,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20078,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
20079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20082,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20085,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20088,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20089,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20093,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20094,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
20095,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20109,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
20110,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
20111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20112,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20115,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
20116,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20118,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20123,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20125,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
20126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20130,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
20131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
20134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20135,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20136,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
20137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20139,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
20142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20144,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20145,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
20146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20147,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20148,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
20149,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20151,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
20152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20153,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20156,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20161,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20163,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20164,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20165,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20168,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20173,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
20174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20175,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
20176,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
20177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
20182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20183,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
20184,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20186,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
20187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20188,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20190,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20191,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20192,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20193,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20194,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20198,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
20199,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20200,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
20201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20202,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20207,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20208,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
20209,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20210,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
20211,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20214,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
20215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20216,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20217,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20219,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
20220,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20222,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20223,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
20224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20225,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20228,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20229,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20230,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
20231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20234,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
20235,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20237,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20240,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20242,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20245,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20246,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
20252,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
20253,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20255,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20259,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
20260,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20261,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20262,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
20263,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20265,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
20266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20269,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
20270,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20271,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20272,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20273,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20276,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
20277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20278,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20279,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20283,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20285,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
20286,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20295,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
20296,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20297,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20302,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
20303,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20304,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
20305,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
20306,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20308,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20311,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
20312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20313,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20315,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
20316,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20317,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20319,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20321,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
20322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20324,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20325,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20326,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
20327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20330,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
20331,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
20332,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20334,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
20335,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20339,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
20340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20341,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20345,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20347,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20348,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20351,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20352,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
20353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20355,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
20356,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
20357,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20361,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20364,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20369,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
20370,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
